id,label,word_count,sentence_count,avg_sentence_len,avg_word_len,type_token_ratio,noun_count,verb_count,adj_count,adv_count,noun_ratio,verb_ratio,nominal_lemma_count,nominal_lemma_ratio,nominal_suffix_count,top_collocation,top_collocation_pmi
ai_2021,1,256,12,21.33,4.05,0.418,52,31,25,11,0.2031,0.1211,0,0.0,10,you may,4.060788117333603
ai_2022,1,237,10,23.7,4.4,0.5148,48,34,26,11,0.2025,0.1435,0,0.0,9,,0.0
human_2023,0,286,8,35.75,4.71,0.521,73,36,29,15,0.2552,0.1259,1,0.0137,9,,0.0
ai_2024,1,304,12,25.33,4.45,0.4112,82,32,27,8,0.2697,0.1053,0,0.0,15,united states,5.930752948526858
ai_2025,1,53,3,17.67,4.06,0.7925,11,5,4,2,0.2075,0.0943,0,0.0,5,,0.0
human_2026,0,473,14,33.79,4.49,0.4672,125,64,31,21,0.2643,0.1353,2,0.016,9,cash flows,6.303787196595793
ai_2027,1,267,9,29.67,4.94,0.4307,71,36,30,5,0.2659,0.1348,5,0.0704,6,non defaulting,4.4811469271527615
human_2028,0,215,10,21.5,4.28,0.4977,51,33,15,6,0.2372,0.1535,1,0.0196,8,,0.0
ai_2029,1,164,10,16.4,4.7,0.4695,53,32,5,3,0.3232,0.1951,8,0.1509,3,the export,2.8554139357277104
human_2030,0,463,16,28.94,4.52,0.5119,96,63,40,33,0.2073,0.1361,2,0.0208,19,,0.0
ai_2031,1,326,12,27.17,4.78,0.4202,87,41,34,11,0.2669,0.1258,1,0.0115,20,auto loan,5.545805478488734
human_2032,0,62,5,12.4,3.77,0.6613,14,8,5,3,0.2258,0.129,0,0.0,1,,0.0
ai_2033,1,197,7,28.14,4.17,0.5076,41,32,11,9,0.2081,0.1624,0,0.0,9,a car,4.0444312940763885
ai_2034,1,212,10,21.2,4.08,0.4292,47,34,21,4,0.2217,0.1604,0,0.0,5,,0.0
human_2035,0,192,11,17.45,4.64,0.651,45,27,18,7,0.2344,0.1406,0,0.0,14,,0.0
ai_2036,1,266,9,29.56,4.79,0.4398,68,38,19,5,0.2556,0.1429,1,0.0147,19,the purchase,3.6683988987730576
ai_2037,1,113,6,18.83,4.98,0.6726,34,15,9,3,0.3009,0.1327,1,0.0294,6,,0.0
human_2038,0,61,4,15.25,4.97,0.7049,18,0,13,4,0.2951,0.0,0,0.0,4,,0.0
ai_2039,1,163,6,27.17,5.37,0.5337,47,21,21,6,0.2883,0.1288,0,0.0,7,,0.0
ai_2040,1,205,12,17.08,4.93,0.4683,62,18,31,6,0.3024,0.0878,1,0.0161,14,an efficient,4.101572356318241
human_2041,0,319,22,14.5,3.65,0.5361,73,41,17,11,0.2288,0.1285,1,0.0137,5,,0.0
ai_2042,1,284,10,28.4,5.02,0.4542,82,28,45,13,0.2887,0.0986,16,0.1951,13,may be,4.695404377540185
human_2043,0,71,4,17.75,4.37,0.7606,19,9,2,5,0.2676,0.1268,0,0.0,1,,0.0
ai_2044,1,141,4,35.25,4.49,0.5461,29,13,14,10,0.2057,0.0922,0,0.0,5,it 's,4.8278915929652575
human_2045,0,270,17,15.88,4.19,0.4704,64,33,14,11,0.237,0.1222,1,0.0156,6,home office,4.590315735215363
ai_2046,1,286,12,23.83,4.63,0.4091,90,33,20,7,0.3147,0.1154,3,0.0333,32,to claim,4.164924564504675
human_2047,0,130,10,13.0,4.18,0.7,26,23,7,7,0.2,0.1769,0,0.0,6,,0.0
ai_2048,1,263,13,20.23,4.78,0.5019,67,29,32,13,0.2548,0.1103,2,0.0299,14,be a,2.8744899756048423
ai_2049,1,237,12,19.75,4.74,0.4937,54,29,27,19,0.2278,0.1224,0,0.0,7,stand alone,5.572915353547315
human_2050,0,156,5,31.2,4.86,0.7628,42,17,18,7,0.2692,0.109,0,0.0,7,,0.0
ai_2051,1,268,11,24.36,4.5,0.4627,75,39,22,3,0.2799,0.1455,0,0.0,10,index fund,4.708912369843283
human_2052,0,282,14,20.14,4.43,0.4858,79,35,23,13,0.2801,0.1241,9,0.1139,8,the day,3.199817938769122
ai_2053,1,79,3,26.33,4.04,0.557,20,13,1,1,0.2532,0.1646,0,0.0,4,,0.0
human_2054,0,55,2,27.5,4.69,0.7636,15,4,9,0,0.2727,0.0727,0,0.0,1,,0.0
ai_2055,1,242,8,30.25,5.39,0.5372,84,28,28,8,0.3471,0.1157,0,0.0,21,robo advisor,5.117482216261624
human_2056,0,121,11,11.0,4.12,0.6033,35,11,7,3,0.2893,0.0909,0,0.0,1,,0.0
ai_2057,1,236,9,26.22,4.31,0.4025,54,37,20,3,0.2288,0.1568,0,0.0,2,the check,2.8013063109083434
ai_2058,1,183,6,30.5,4.43,0.4699,43,26,15,3,0.235,0.1421,0,0.0,5,the account,3.0381782091991467
human_2059,0,186,8,23.25,4.49,0.6398,46,22,21,9,0.2473,0.1183,2,0.0435,4,,0.0
ai_2060,1,185,7,26.43,4.92,0.5297,51,18,23,8,0.2757,0.0973,2,0.0392,13,it 's,4.9542384642544555
human_2061,0,100,6,16.67,4.19,0.68,19,10,11,7,0.19,0.1,0,0.0,6,,0.0
ai_2062,1,259,12,21.58,4.83,0.4363,67,33,23,12,0.2587,0.1274,2,0.0299,16,to refinance,3.359424307227424
ai_2063,1,171,6,28.5,5.04,0.5731,57,18,13,5,0.3333,0.1053,1,0.0175,9,,0.0
human_2064,0,171,7,24.43,4.68,0.5088,44,10,23,6,0.2573,0.0585,0,0.0,7,,0.0
ai_2065,1,90,3,30.0,4.9,0.6333,24,14,2,6,0.2667,0.1556,0,0.0,3,,0.0
ai_2066,1,149,6,24.83,4.36,0.5034,37,20,5,4,0.2483,0.1342,0,0.0,4,the stock,2.5735318466828194
human_2067,0,149,8,18.62,3.92,0.5436,38,19,8,5,0.255,0.1275,3,0.0789,3,,0.0
human_2068,0,157,8,19.62,4.21,0.535,44,17,12,6,0.2803,0.1083,0,0.0,6,,0.0
ai_2069,1,236,8,29.5,4.43,0.4703,51,34,20,12,0.2161,0.1441,0,0.0,6,,0.0
human_2070,0,95,4,23.75,4.17,0.7158,14,16,8,3,0.1474,0.1684,1,0.0714,2,,0.0
ai_2071,1,327,14,23.36,4.48,0.4924,92,37,32,10,0.2813,0.1131,0,0.0,19,you can,3.8091288720690453
human_2072,0,136,4,34.0,4.05,0.5956,36,12,5,4,0.2647,0.0882,5,0.1389,3,,0.0
ai_2073,1,220,6,36.67,4.26,0.3864,79,22,18,3,0.3591,0.1,15,0.1899,8,term capital,4.980577445390542
human_2074,0,385,21,18.33,4.76,0.4234,144,46,41,16,0.374,0.1195,2,0.0139,21,mutual fund,4.8920270523022795
ai_2075,1,564,21,26.86,5.08,0.3635,200,70,52,25,0.3546,0.1241,0,0.0,21,do not,6.820183497829995
ai_2076,1,477,22,21.68,4.86,0.3816,158,60,55,20,0.3312,0.1258,1,0.0063,15,do not,6.578945053815717
human_2077,0,367,12,30.58,4.32,0.436,99,39,18,18,0.2698,0.1063,1,0.0101,8,the broker,3.768685165238914
ai_2078,1,262,11,23.82,4.52,0.4122,80,30,21,4,0.3053,0.1145,9,0.1125,16,the trade,3.190943099950066
ai_2079,1,197,9,21.89,4.68,0.4721,58,27,22,1,0.2944,0.1371,9,0.1552,4,,0.0
human_2080,0,100,7,14.29,4.39,0.67,21,15,5,4,0.21,0.15,0,0.0,4,,0.0
ai_2081,1,261,10,26.1,4.48,0.3563,76,24,32,7,0.2912,0.092,0,0.0,8,profit or,4.355372274998677
human_2082,0,94,5,18.8,4.32,0.7553,29,12,4,6,0.3085,0.1277,1,0.0345,9,,0.0
ai_2083,1,193,6,32.17,5.19,0.3834,66,19,16,3,0.342,0.0984,2,0.0303,34,may increase,4.751954667260055
ai_2084,1,229,5,45.8,4.89,0.4061,68,29,16,10,0.2969,0.1266,0,0.0,25,mortgage insurance,4.675592560586834
human_2085,0,106,8,13.25,3.93,0.6698,23,13,7,7,0.217,0.1226,0,0.0,2,,0.0
ai_2086,1,251,8,31.38,4.41,0.4223,72,24,27,6,0.2869,0.0956,9,0.125,12,,0.0
ai_2087,1,283,10,28.3,4.24,0.3852,98,26,24,0,0.3463,0.0919,14,0.1429,13,united states,5.827837038377609
human_2088,0,285,12,23.75,4.76,0.5263,86,33,15,15,0.3018,0.1158,14,0.1628,13,,0.0
ai_2089,1,276,11,25.09,4.62,0.4928,65,28,26,10,0.2355,0.1014,2,0.0308,8,,0.0
human_2090,0,149,8,18.62,4.62,0.5839,51,14,12,10,0.3423,0.094,2,0.0392,4,,0.0
ai_2091,1,206,7,29.43,4.74,0.4563,62,19,22,4,0.301,0.0922,0,0.0,6,share price,4.886166032803387
ai_2092,1,199,8,24.88,4.58,0.4523,55,21,19,10,0.2764,0.1055,0,0.0,3,the company,3.251575198228928
human_2093,0,369,11,33.55,4.37,0.5664,90,48,29,18,0.2439,0.1301,0,0.0,4,credit union,5.531392056063779
ai_2094,1,284,14,20.29,4.81,0.4648,90,32,23,13,0.3169,0.1127,1,0.0111,9,interest rates,5.8329079012901195
human_2095,0,54,4,13.5,4.31,0.8333,13,8,3,2,0.2407,0.1481,0,0.0,2,,0.0
ai_2096,1,234,13,18.0,5.48,0.6068,79,35,24,7,0.3376,0.1496,0,0.0,22,,0.0
ai_2097,1,217,8,27.12,4.8,0.5115,42,28,27,10,0.1935,0.129,0,0.0,16,it 's,5.446286867838127
human_2098,0,75,3,25.0,4.8,0.72,20,9,8,2,0.2667,0.12,0,0.0,8,,0.0
ai_2099,1,211,11,19.18,4.45,0.4834,60,31,11,5,0.2844,0.1469,0,0.0,15,click on,4.727952859748248
human_2100,0,91,3,30.33,4.15,0.6923,18,14,6,3,0.1978,0.1538,0,0.0,2,,0.0
ai_2101,1,205,6,34.17,4.91,0.5366,64,24,16,6,0.3122,0.1171,1,0.0156,7,the underlying,3.779644261430878
human_2102,0,1321,62,21.31,4.47,0.3354,286,181,87,80,0.2165,0.137,23,0.0804,61,small businesses,6.5205103816928895
ai_2103,1,273,12,22.75,4.85,0.5018,68,52,18,8,0.2491,0.1905,1,0.0147,21,your business,2.928126439147053
human_2104,0,500,21,23.81,4.78,0.462,139,63,46,23,0.278,0.126,3,0.0216,13,,0.0
ai_2105,1,116,4,29.0,4.93,0.5,28,12,13,2,0.2414,0.1034,0,0.0,1,,0.0
human_2106,0,71,4,17.75,3.97,0.7465,15,9,6,7,0.2113,0.1268,0,0.0,1,,0.0
ai_2107,1,196,8,24.5,4.83,0.5561,58,23,17,6,0.2959,0.1173,0,0.0,16,,0.0
ai_2108,1,139,6,23.17,4.86,0.5971,36,17,14,7,0.259,0.1223,1,0.0278,7,,0.0
human_2109,0,346,24,14.42,4.18,0.422,74,39,25,16,0.2139,0.1127,2,0.027,16,if it,4.268878902165605
ai_2110,1,243,9,27.0,4.77,0.4815,73,26,20,5,0.3004,0.107,0,0.0,22,mortgage interest,4.901014426542916
human_2111,0,78,6,13.0,4.76,0.8077,21,10,4,5,0.2692,0.1282,0,0.0,3,,0.0
ai_2112,1,170,7,24.29,4.88,0.5706,48,31,21,5,0.2824,0.1824,1,0.0208,6,,0.0
human_2113,0,181,8,22.62,4.17,0.5856,64,14,11,0,0.3536,0.0773,0,0.0,10,,0.0
ai_2114,1,109,3,36.33,4.82,0.578,31,14,9,3,0.2844,0.1284,0,0.0,5,,0.0
human_2115,0,188,12,15.67,4.89,0.6064,55,21,13,14,0.2926,0.1117,0,0.0,11,,0.0
ai_2116,1,328,11,29.82,5.52,0.3659,134,22,28,8,0.4085,0.0671,0,0.0,49,asset management,5.1920321822957725
ai_2117,1,116,4,29.0,4.96,0.5,35,9,11,2,0.3017,0.0776,2,0.0571,14,the building,2.8407245959167167
human_2118,0,250,12,20.83,4.1,0.604,53,38,13,14,0.212,0.152,2,0.0377,10,,0.0
ai_2119,1,196,10,19.6,5.31,0.602,51,42,22,6,0.2602,0.2143,0,0.0,10,,0.0
human_2120,0,132,5,26.4,4.16,0.6212,28,15,12,6,0.2121,0.1136,0,0.0,2,,0.0
ai_2121,1,227,9,25.22,4.75,0.4537,69,26,21,7,0.304,0.1145,0,0.0,12,foreign financial,4.569883606332849
human_2122,0,254,14,18.14,4.51,0.6024,59,30,19,12,0.2323,0.1181,1,0.0169,4,,0.0
ai_2123,1,201,7,28.71,4.32,0.3781,59,25,15,2,0.2935,0.1244,0,0.0,2,digital goods,5.073284691861977
human_2124,0,54,3,18.0,4.98,0.6667,16,7,6,1,0.2963,0.1296,0,0.0,1,,0.0
ai_2125,1,225,9,25.0,4.76,0.5067,57,31,13,10,0.2533,0.1378,0,0.0,9,paying dividends,5.012852538318866
human_2126,0,54,2,27.0,4.46,0.7963,17,4,4,4,0.3148,0.0741,0,0.0,1,,0.0
ai_2127,1,212,7,30.29,4.75,0.4623,72,15,18,6,0.3396,0.0708,0,0.0,15,company 's,4.704994377025161
human_2128,0,211,9,23.44,4.43,0.5355,46,25,15,7,0.218,0.1185,0,0.0,6,the company,3.5055604384117993
ai_2129,1,203,9,22.56,4.81,0.5074,46,28,20,10,0.2266,0.1379,0,0.0,15,taking money,4.60207102372716
human_2130,0,82,5,16.4,4.23,0.6707,18,7,9,2,0.2195,0.0854,0,0.0,2,,0.0
ai_2131,1,166,6,27.67,4.66,0.4337,49,16,14,5,0.2952,0.0964,3,0.0612,4,market cap,4.383756648448034
human_2132,0,110,5,22.0,4.9,0.7455,36,10,11,6,0.3273,0.0909,0,0.0,6,,0.0
ai_2133,1,133,5,26.6,5.02,0.5639,41,13,12,2,0.3083,0.0977,1,0.0244,5,,0.0
human_2134,0,83,7,11.86,3.67,0.7108,19,10,3,4,0.2289,0.1205,0,0.0,2,,0.0
ai_2135,1,195,7,27.86,4.91,0.4615,56,18,15,4,0.2872,0.0923,0,0.0,14,title insurance,4.392355363975646
human_2136,0,72,3,24.0,4.6,0.7639,17,10,2,3,0.2361,0.1389,0,0.0,6,,0.0
ai_2137,1,193,9,21.44,5.33,0.5078,63,20,18,11,0.3264,0.1036,0,0.0,18,,0.0
human_2138,0,1428,79,18.08,4.7,0.2997,475,148,132,74,0.3326,0.1036,27,0.0568,62,real world,7.480790908582436
ai_2139,1,254,9,28.22,5.25,0.5276,76,36,19,9,0.2992,0.1417,1,0.0132,15,,0.0
ai_2140,1,174,8,21.75,5.42,0.5977,61,20,17,13,0.3506,0.1149,1,0.0164,7,,0.0
human_2141,0,62,3,20.67,3.73,0.7258,11,8,4,5,0.1774,0.129,0,0.0,2,,0.0
ai_2142,1,248,9,27.56,4.22,0.4839,48,39,18,12,0.1935,0.1573,6,0.125,1,,0.0
ai_2143,1,262,10,26.2,4.37,0.4427,68,36,16,7,0.2595,0.1374,6,0.0882,6,your money,4.186497194918874
human_2144,0,130,7,18.57,4.92,0.5231,39,14,9,9,0.3,0.1077,0,0.0,11,rate of,3.7115802757462926
ai_2145,1,258,11,23.45,5.23,0.4186,83,30,27,3,0.3217,0.1163,0,0.0,14,,0.0
human_2146,0,190,7,27.14,4.84,0.6211,45,18,20,10,0.2368,0.0947,0,0.0,17,,0.0
ai_2147,1,140,5,28.0,5.33,0.6429,38,20,13,6,0.2714,0.1429,1,0.0263,10,,0.0
human_2148,0,92,3,30.67,5.04,0.7174,41,10,3,1,0.4457,0.1087,0,0.0,10,,0.0
ai_2149,1,249,12,20.75,4.53,0.4337,82,28,21,4,0.3293,0.1124,0,0.0,8,the stock,4.129306286032166
human_2150,0,94,6,15.67,4.15,0.5851,24,14,4,2,0.2553,0.1489,5,0.2083,2,,0.0
ai_2151,1,142,6,23.67,4.12,0.5141,36,21,9,2,0.2535,0.1479,2,0.0556,6,will be,4.31194598005562
human_2152,0,161,9,17.89,4.82,0.6149,47,16,23,14,0.2919,0.0994,0,0.0,6,,0.0
ai_2153,1,178,8,22.25,5.49,0.5,68,16,20,4,0.382,0.0899,0,0.0,8,,0.0
human_2154,0,54,3,18.0,4.48,0.8333,13,7,3,2,0.2407,0.1296,0,0.0,3,,0.0
ai_2155,1,285,11,25.91,3.96,0.3789,66,37,19,11,0.2316,0.1298,0,0.0,12,bad debt,4.9899640971572135
human_2156,0,124,5,24.8,4.61,0.5726,22,19,10,7,0.1774,0.1532,0,0.0,2,,0.0
ai_2157,1,192,7,27.43,4.93,0.4635,53,21,13,9,0.276,0.1094,3,0.0566,4,your credit,2.9810614613242166
human_2158,0,75,5,15.0,5.89,0.76,28,5,9,6,0.3733,0.0667,0,0.0,9,,0.0
ai_2159,1,125,6,20.83,5.1,0.648,34,13,15,7,0.272,0.104,0,0.0,7,,0.0
human_2160,0,462,17,27.18,4.39,0.4589,123,41,52,23,0.2662,0.0887,2,0.0163,32,net buying,6.047520220345173
ai_2161,1,174,6,29.0,4.37,0.454,50,21,19,3,0.2874,0.1207,1,0.02,12,the stock,2.9918271454234344
ai_2162,1,167,8,20.88,4.42,0.4251,45,18,15,6,0.2695,0.1078,0,0.0,15,of a,4.585014231543576
ai_2163,1,240,14,17.14,4.52,0.4417,72,28,19,1,0.3,0.1167,2,0.0278,11,you can,4.064917476681338
human_2164,0,628,29,21.66,4.97,0.2755,242,55,48,12,0.3854,0.0876,0,0.0,68,self employment,6.711957364260059
ai_2165,1,350,10,35.0,4.5,0.36,93,37,22,9,0.2657,0.1057,6,0.0645,13,self employed,5.647984075397401
human_2166,0,102,5,20.4,4.94,0.7353,28,18,2,6,0.2745,0.1765,1,0.0357,12,,0.0
ai_2167,1,181,6,30.17,4.38,0.4641,41,25,14,6,0.2265,0.1381,3,0.0732,3,if you,4.507838677836736
ai_2168,1,255,10,25.5,4.48,0.349,71,34,19,11,0.2784,0.1333,2,0.0282,7,pay off,4.6780940920581875
ai_2169,1,221,6,36.83,4.44,0.4027,55,29,18,10,0.2489,0.1312,0,0.0,13,pay off,5.209482904537047
human_2170,0,521,20,26.05,4.5,0.4818,106,67,42,37,0.2035,0.1286,2,0.0189,22,there are,5.594951904252456
ai_2171,1,255,11,23.18,5.21,0.549,77,34,30,8,0.302,0.1333,0,0.0,11,,0.0
ai_2172,1,246,10,24.6,5.35,0.5407,74,27,37,8,0.3008,0.1098,0,0.0,15,swiss bank,4.515431664399803
human_2173,0,136,7,19.43,4.51,0.6618,32,18,12,3,0.2353,0.1324,1,0.0312,4,,0.0
ai_2174,1,240,10,24.0,4.34,0.3958,54,35,9,10,0.225,0.1458,1,0.0185,10,hold will,4.2348424781236504
human_2175,0,137,6,22.83,4.82,0.5985,34,18,5,10,0.2482,0.1314,4,0.1176,4,,0.0
ai_2176,1,286,13,22.0,4.87,0.4056,88,42,18,6,0.3077,0.1469,3,0.0341,16,underlying asset,5.164924564504675
ai_2177,1,247,6,41.17,4.62,0.502,80,30,12,4,0.3239,0.1215,1,0.0125,17,,0.0
human_2178,0,204,7,29.14,4.27,0.5392,58,23,13,6,0.2843,0.1127,0,0.0,6,spin off,5.357586671870453
ai_2179,1,77,5,15.4,4.08,0.5325,19,13,1,2,0.2468,0.1688,0,0.0,0,,0.0
ai_2180,1,332,15,22.13,4.49,0.4729,92,55,24,7,0.2771,0.1657,0,0.0,19,it is,5.209466454444319
ai_2181,1,330,18,18.33,4.87,0.4788,92,62,21,6,0.2788,0.1879,0,0.0,18,,0.0
human_2182,0,183,4,45.75,4.83,0.5738,57,25,7,4,0.3115,0.1366,2,0.0351,19,,0.0
ai_2183,1,219,12,18.25,4.58,0.4429,73,26,11,1,0.3333,0.1187,1,0.0137,16,of the,2.722496105371852
human_2184,0,57,3,19.0,4.51,0.7368,12,10,3,4,0.2105,0.1754,0,0.0,3,,0.0
ai_2185,1,239,13,18.38,4.65,0.4519,62,47,3,1,0.2594,0.1967,4,0.0645,7,bill collectors,4.7369908512112415
human_2186,0,263,12,21.92,4.19,0.4183,53,31,11,14,0.2015,0.1179,2,0.0377,6,if you,4.044414977047154
ai_2187,1,296,12,24.67,4.32,0.4392,79,42,20,5,0.2669,0.1419,2,0.0253,10,if you,4.307444991400177
human_2188,0,218,13,16.77,4.07,0.5,34,37,9,9,0.156,0.1697,3,0.0882,4,,0.0
ai_2189,1,225,10,22.5,4.94,0.5556,55,28,20,10,0.2444,0.1244,2,0.0364,23,,0.0
human_2190,0,382,20,19.1,4.65,0.5052,100,55,23,20,0.2618,0.144,0,0.0,19,you 're,4.674319872969657
ai_2191,1,194,7,27.71,4.79,0.4433,67,21,11,2,0.3454,0.1082,1,0.0149,12,cash flow,4.800013725048571
human_2192,0,126,6,21.0,3.78,0.5397,17,14,4,17,0.1349,0.1111,1,0.0588,6,,0.0
ai_2193,1,104,5,20.8,5.31,0.7115,29,11,13,2,0.2788,0.1058,0,0.0,7,,0.0
ai_2194,1,268,11,24.36,4.65,0.4403,90,25,18,4,0.3358,0.0933,2,0.0222,23,new shares,5.486519948506835
human_2195,0,274,7,39.14,3.85,0.4562,27,48,10,15,0.0985,0.1752,0,0.0,3,,0.0
ai_2196,1,431,17,25.35,4.69,0.3921,114,60,48,14,0.2645,0.1392,8,0.0702,20,work study,5.906898362033786
human_2197,0,134,6,22.33,4.13,0.597,26,17,7,10,0.194,0.1269,0,0.0,1,,0.0
ai_2198,1,217,7,31.0,4.48,0.47,58,21,18,3,0.2673,0.0968,0,0.0,17,of the,3.2446530066684773
human_2199,0,246,20,12.3,4.13,0.5203,61,21,13,10,0.248,0.0854,1,0.0164,6,,0.0
ai_2200,1,263,11,23.91,4.58,0.3764,61,37,15,6,0.2319,0.1407,0,0.0,6,where you,3.722486882159792
human_2201,0,98,3,32.67,4.04,0.6633,24,16,2,2,0.2449,0.1633,0,0.0,4,,0.0
ai_2202,1,170,10,17.0,4.18,0.5588,37,27,11,9,0.2176,0.1588,1,0.027,4,,0.0
human_2203,0,234,11,21.27,4.29,0.5769,49,27,20,15,0.2094,0.1154,0,0.0,7,want to,4.706618293070217
ai_2204,1,321,13,24.69,4.44,0.4922,76,52,36,7,0.2368,0.162,0,0.0,17,your savings,4.386072433549705
human_2205,0,354,12,29.5,4.51,0.3814,91,29,39,10,0.2571,0.0819,14,0.1538,11,previous day,5.8867242261736585
ai_2206,1,303,9,33.67,4.73,0.4224,87,42,26,12,0.2871,0.1386,7,0.0805,13,covered call,4.49900499178854
human_2207,0,62,4,15.5,4.74,0.7903,14,8,7,3,0.2258,0.129,0,0.0,4,,0.0
ai_2208,1,143,7,20.43,5.71,0.5664,60,13,20,2,0.4196,0.0909,1,0.0167,27,,0.0
human_2209,0,283,17,16.65,4.21,0.5336,72,37,18,12,0.2544,0.1307,5,0.0694,16,,0.0
ai_2210,1,261,10,26.1,4.34,0.4521,67,40,28,4,0.2567,0.1533,3,0.0448,12,you can,4.37809235149876
ai_2211,1,275,11,25.0,4.25,0.4291,64,31,34,8,0.2327,0.1127,0,0.0,11,proceeds from,5.786615438976155
human_2212,0,88,5,17.6,4.28,0.7045,24,12,5,0,0.2727,0.1364,1,0.0417,4,,0.0
ai_2213,1,255,6,42.5,4.67,0.3961,66,28,22,1,0.2588,0.1098,13,0.197,4,future value,4.6780940920581875
human_2214,0,111,6,18.5,4.71,0.6937,25,15,10,4,0.2252,0.1351,1,0.04,3,,0.0
ai_2215,1,328,11,29.82,5.63,0.3506,102,31,49,2,0.311,0.0945,2,0.0196,29,company 's,5.361957183738085
human_2216,0,256,14,18.29,5.41,0.4844,92,23,27,5,0.3594,0.0898,4,0.0435,15,account number,4.30520684500005
ai_2217,1,266,12,22.17,4.44,0.3571,80,32,25,9,0.3008,0.1203,6,0.075,4,have a,3.9732534803014783
ai_2218,1,202,6,33.67,4.48,0.4455,56,28,19,6,0.2772,0.1386,0,0.0,5,credit score,3.417443760881075
human_2219,0,155,9,17.22,4.19,0.6065,43,19,7,3,0.2774,0.1226,0,0.0,8,,0.0
ai_2220,1,265,8,33.12,4.54,0.4453,76,34,19,4,0.2868,0.1283,1,0.0132,13,utilization ratio,5.247948057485066
human_2221,0,339,17,19.94,4.82,0.5074,89,39,34,14,0.2625,0.115,2,0.0225,16,,0.0
ai_2222,1,240,9,26.67,4.79,0.5083,69,29,27,9,0.2875,0.1208,0,0.0,14,may be,4.842525055344891
human_2223,0,126,10,12.6,4.28,0.6111,29,17,6,2,0.2302,0.1349,0,0.0,5,,0.0
ai_2224,1,288,10,28.8,4.8,0.4201,73,38,28,5,0.2535,0.1319,3,0.0411,28,,0.0
human_2225,0,79,2,39.5,4.24,0.7595,15,11,3,3,0.1899,0.1392,0,0.0,4,,0.0
ai_2226,1,233,9,25.89,5.0,0.485,54,30,17,7,0.2318,0.1288,0,0.0,22,sole proprietorship,5.548463199293626
human_2227,0,380,19,20.0,4.11,0.5026,93,52,16,20,0.2447,0.1368,3,0.0323,15,,0.0
ai_2228,1,300,13,23.08,4.51,0.4133,79,42,29,12,0.2633,0.14,2,0.0253,7,bet on,4.911707611906294
human_2229,0,138,9,15.33,4.15,0.5942,34,20,11,6,0.2464,0.1449,2,0.0588,0,,0.0
ai_2230,1,290,11,26.36,4.03,0.3414,75,39,12,3,0.2586,0.1345,4,0.0533,6,ordinary income,5.862964402641828
ai_2231,1,203,8,25.38,4.27,0.4384,52,27,11,1,0.2562,0.133,4,0.0769,5,that you,3.7793755555350694
human_2232,0,100,7,14.29,4.49,0.75,11,19,4,7,0.11,0.19,0,0.0,1,,0.0
ai_2233,1,93,5,18.6,5.03,0.6237,28,10,8,0,0.3011,0.1075,0,0.0,4,,0.0
human_2234,0,83,5,16.6,4.88,0.7711,15,10,10,7,0.1807,0.1205,1,0.0667,4,,0.0
ai_2235,1,230,10,23.0,4.82,0.487,70,26,27,6,0.3043,0.113,0,0.0,10,,0.0
human_2236,0,520,19,27.37,4.3,0.525,111,63,47,31,0.2135,0.1212,1,0.009,20,,0.0
ai_2237,1,233,7,33.29,5.06,0.4378,74,28,23,3,0.3176,0.1202,0,0.0,18,can be,4.384964467010747
human_2238,0,89,6,14.83,4.46,0.6854,19,12,3,6,0.2135,0.1348,0,0.0,1,,0.0
ai_2239,1,320,15,21.33,4.62,0.4125,87,46,14,9,0.2719,0.1437,2,0.023,15,tax liability,5.156518574567543
human_2240,0,162,10,16.2,3.86,0.5741,28,22,9,5,0.1728,0.1358,0,0.0,4,,0.0
ai_2241,1,134,5,26.8,4.66,0.5672,43,14,11,4,0.3209,0.1045,0,0.0,4,,0.0
human_2242,0,116,4,29.0,4.05,0.6207,31,13,6,7,0.2672,0.1121,0,0.0,3,,0.0
ai_2243,1,210,11,19.09,4.0,0.4524,40,32,14,8,0.1905,0.1524,1,0.025,4,the change,3.5658536777734513
human_2244,0,122,8,15.25,3.79,0.582,30,8,4,3,0.2459,0.0656,0,0.0,3,,0.0
ai_2245,1,191,7,27.29,4.11,0.4764,36,32,12,13,0.1885,0.1675,0,0.0,6,pay off,4.5146127198491515
ai_2246,1,224,9,24.89,3.88,0.3884,48,31,19,16,0.2143,0.1384,0,0.0,8,student loan,5.491881849307541
human_2247,0,111,3,37.0,4.58,0.6486,28,10,8,2,0.2523,0.0901,0,0.0,6,,0.0
ai_2248,1,196,7,28.0,4.08,0.3776,59,23,4,1,0.301,0.1173,1,0.0169,13,$ 100,4.300161279593444
human_2249,0,124,9,13.78,4.78,0.7177,29,16,8,10,0.2339,0.129,0,0.0,8,,0.0
ai_2250,1,172,8,21.5,5.12,0.5698,46,23,13,10,0.2674,0.1337,0,0.0,8,,0.0
ai_2251,1,125,5,25.0,5.19,0.632,32,17,9,9,0.256,0.136,0,0.0,3,the account,3.9069829310459006
human_2252,0,194,8,24.25,5.42,0.6237,60,22,15,5,0.3093,0.1134,0,0.0,18,,0.0
ai_2253,1,248,9,27.56,5.44,0.5282,75,33,21,9,0.3024,0.1331,0,0.0,16,,0.0
human_2254,0,727,21,34.62,4.27,0.4017,151,90,64,51,0.2077,0.1238,10,0.0662,26,the same,4.420334528593099
