id,text,label
ai_43,"There are several possible causes of shoulder and arm pain with numbness in the hand, including:

Pinched nerve: This can occur when a nerve in the shoulder, arm, or hand becomes compressed or squeezed, leading to numbness and tingling.

Shoulder impingement syndrome: This is a condition that occurs when the tendons or bursae (small fluid-filled sacs) in the shoulder become compressed, causing pain and numbness in the arm and hand.

Cervical radiculopathy: This is a condition that occurs when a nerve in the neck becomes pinched or compressed, leading to pain, numbness, and weakness in the arm and hand.

Thoracic outlet syndrome: This is a condition that occurs when the nerves or blood vessels in the upper chest become compressed, leading to pain, numbness, and weakness in the arm and hand.

Multiple sclerosis: This is a neurological condition that can cause muscle weakness, numbness, and tingling in the arms, legs, and other parts of the body.

Carpal tunnel syndrome: This is a condition that occurs when the median nerve, which runs from the forearm into the hand, becomes compressed, leading to numbness and tingling in the hand and fingers.

It's important to see a healthcare provider for a proper diagnosis and treatment plan. While motor neuron disease (MND) could be a potential cause of these symptoms, it is just one possibility and there are many other potential causes. Your healthcare provider will be able to determine the specific cause of your symptoms and provide appropriate treatment.",1
human_44,"Hi...by what you quote I feel that your son might be having a post viral skin peeling or dry skin (idiopathic). I suggest using emollient ointment or creams for this. If still not better - I suggest you to upload photographs of the same on this website, so that I can guide you scientifically.  Skin conditions are best diagnosed only after seeing directly. Regards - Dr. Sumanth",0
ai_45,"There are several possible causes of skin peeling on the hands and feet of a child. Some common causes include:

Dry skin: Dry skin can be caused by a variety of factors, including low humidity, frequent hand washing, and exposure to harsh chemicals or detergents. Dry skin can lead to peeling, especially if it is not moisturized properly.

Fungal infection: Fungal infections, such as athlete's foot, can cause skin peeling between the toes. These infections are often accompanied by itching and redness.

Allergic reaction: An allergic reaction to a product or substance can cause skin peeling on the hands and feet.

Eczema: Eczema is a common skin condition that causes dry, itchy, and inflamed skin. It can lead to skin peeling and cracking.

It is difficult to determine the exact cause of your son's skin peeling without more information or a medical examination. I recommend consulting a healthcare provider for a proper diagnosis and treatment plan. They can recommend a cream or other treatment if necessary. It is also important to practice good hygiene, such as washing hands frequently and drying them thoroughly, to prevent the spread of germs in the locker room or elsewhere.",1
human_46,"welcome to hcm,as u have rt upper abd pain no fever & jaundice & usg abdomen normal then u most likely to have peptic ulcer diasease (gastric ulcer)as pain ancreases after taking meal.u should stop taking mirch/masala/alcohol/ciggarette etc,take tab pantop-d 40mg 1 tab 2 times a day 1/2 hr before meal erverything will be all right.",0
ai_47,"It is important to follow your doctor's advice and take the prescribed medication as directed. It is also important to pay attention to your diet and try to identify any specific foods or habits that may be causing or contributing to your abdominal pain.

There are several possible causes of upper right abdominal pain that can radiate to the back, even if the ultrasound is normal. Some possible causes include:

Gallbladder problems: The gallbladder is located in the upper right abdomen and can cause pain when it becomes inflamed or infected.

Pancreatitis: Inflammation of the pancreas can cause upper abdominal pain that may radiate to the back.

Ulcers: Stomach or duodenal ulcers can cause abdominal pain that may be worse after eating.

Constipation: Severe constipation can cause abdominal pain, especially in the upper right part of the abdomen.

Hernia: A hernia is a protrusion of abdominal tissue through a weak point in the abdominal wall, which can cause pain in the upper right abdomen.

If you are still experiencing abdominal pain after completing the prescribed course of medication and have not been able to identify any specific triggers or habits that may be contributing to the pain, it may be a good idea to follow up with your doctor for further evaluation and testing. They may recommend additional tests, such as blood work or a CT scan, to help determine the cause of your symptoms.",1
human_48,"Hi. I have seen the picture attached along with your complaint (attachment removed to protect patient identity). You have severe dental fluorosis along with severe external stains. It is definitely possible to get whiter teeth with the help of dental veneers. Firstly the procedure includes complete thorough cleaning of the stains. Secondly the teeth visible in your smile zone will have to be prepared (ground slightly on the front surfaces) to fix in the dental veneers. Coming to the cost of the procedure,there are two types of veneers. One is composite veneers which has to be done in the clinic manually by the dentist. But this has short life and a major disadvantage of discoloration. Two, ceramic dental veneers which have to be made in the laboratory and then fixed on the prepared teeth. Ceramic ones are much suitable for you as it can long last and hide the brownish colour of your present teeth to a greater extent but this is expensive than composite ones. Ceramic veneers have different price ranges and it depends on your dentist and the laboratory. Discuss with the your dentist about it and choose your best suited range.",0
ai_49,"It is possible to treat brown teeth due to fluoride staining by professional teeth whitening methods. The most effective method of whitening teeth that have been discolored by fluoride is through in-office bleaching, which is done by a dental professional. This method uses a stronger concentration of bleaching agents and a special light or laser to enhance the whitening process. It is typically more expensive than at-home whitening methods, but it can produce more dramatic results in a shorter period of time.

Other treatment options for brown teeth due to fluoride staining include at-home bleaching kits that use lower concentrations of bleaching agents and take longer to produce results. These kits can be purchased over the counter or from a dental professional, and they generally cost less than in-office bleaching.

It is important to note that teeth whitening treatments are not permanent, and the results will eventually fade over time. To maintain the whiteness of your teeth, you may need to undergo regular touch-up treatments or use at-home maintenance products, such as whitening toothpaste or mouthwash.

It is also worth noting that fluoride is an important mineral that helps to protect the teeth from decay. If you are concerned about fluoride staining, you may want to speak with your dental professional about ways to reduce your exposure to fluoride, such as using a toothpaste that is low in fluoride or avoiding drinking water that has high levels of fluoride.",1
human_50,"Hi, I think your husband can be treated by antibiotics course for 7 to 10 days. Generally it will not affect you. There will be no problem in conceiving.  Be in contact with your husband every 2 to 3 days after your periods stop.  You can try like that for 3 cycles.  If it doesn't work then you can go for IUI.  Hope I have answered your question. Regards Dr khushboo",0
ai_51,"There are several tests that can be used to help determine the cause of difficulty conceiving. These tests may include:

Ovulation testing: This involves checking for the presence of hormones that indicate ovulation, such as luteinizing hormone (LH) and follicle-stimulating hormone (FSH).

Semen analysis: This involves testing a sample of your husband's semen to check the number, shape, and movement of his sperm.

Hysterosalpingogram (HSG): This is an X-ray procedure that involves injecting a special dye into the uterus and fallopian tubes to check for any abnormalities or blockages.

Pelvic ultrasound: This uses sound waves to create an image of the reproductive organs, which can help detect any abnormalities or problems.

Endometrial biopsy: This involves taking a small sample of the lining of the uterus to check for any problems with the endometrium, which is the tissue that lines the uterus.

Laparoscopy: This is a surgical procedure that involves inserting a small camera into the abdomen to check for any problems with the uterus, fallopian tubes, or ovaries.

It is important to note that the presence of pus cells in your husband's semen does not necessarily mean that he has a sexually transmitted infection (STI). Pus cells can be present for a variety of reasons, including inflammation or irritation. Your husband should discuss this issue with his healthcare provider to determine the cause of the pus cells and to determine the best course of treatment. If an STI is diagnosed, it is important that both you and your husband receive treatment to reduce the risk of transmission. After treatment, the chances of conceiving may be improved, but it is not possible to guarantee that conception will occur. It is important to continue to work with your healthcare provider to determine the best course of action for you and your husband.",1
ai_52,"It is possible that the symptoms you experienced, such as cold sweats and weakness in the face, were due to the reaction to severe pain in your shoulders. Pain can cause a range of physical and emotional symptoms, and it is common for people to experience feelings of nausea, weakness, and dizziness when they are in severe pain. It is also possible that the sudden onset of pain in your shoulders may have caused your body to release stress hormones, which can contribute to these symptoms. It is important to speak with a healthcare professional if you are experiencing severe pain or other concerning symptoms, so they can assess your condition and provide appropriate treatment.",1
human_53,"Hello,Thanks for posting your query.Initially,cause of thrush has to be evaluated.Discontinue the use of antibiotics causing allergy.Take plenty of fluids as well as nutritious diet.Vitamin becosules as well as folic acid supplements has to be administered.Discontinue use of dentures or appliances causing allergy.Antifungal drugs has to be administered after consulting with your dentist or physician.Take care.",0
ai_54,"It's possible that the roughness in your mouth could be a side effect of the treatment for thrush or it could be a sign of a different oral health issue. Thrush is a fungal infection caused by the yeast Candida albicans, and it can affect the mouth, throat, and other areas of the body. The most common treatment for thrush is antifungal medication, which can be taken orally or applied topically.

It's also possible that the roughness in your mouth could be a sign of a condition called geographic tongue. Geographic tongue is a benign (non-cancerous) condition that causes patches of redness and smoothness on the top and sides of the tongue. These patches can have a rough or sandpaper-like texture. The cause of geographic tongue is unknown, but it is thought to be related to changes in the way the tongue grows and sheds its outer layer of skin.

If the roughness in your mouth is causing you discomfort or concern, it's important to see a healthcare provider or dentist for an evaluation. They can help determine the cause of the roughness and provide appropriate treatment. In the meantime, you can try practicing good oral hygiene by brushing your teeth twice a day, flossing daily, and using an antimicrobial mouthwash to help keep your mouth clean and healthy.",1
ai_55,"I'm sorry to hear that you are experiencing pain below your chest. It is important to seek medical attention for any persistent pain, as it can be a symptom of a variety of underlying health conditions. Tuberculosis is a serious infectious disease that can affect the lungs and other parts of the body, and it is important to follow the treatment plan prescribed by your healthcare provider to ensure a full recovery. If you have recently finished treatment for tuberculosis and are experiencing pain, it is important to contact your healthcare provider to discuss your symptoms and determine the cause of the pain. They may recommend additional tests or treatments to address the pain and any underlying health issues.

Additionally, it is generally recommended to avoid alcohol or to drink in moderation, as alcohol can interfere with the effectiveness of some medications and can also exacerbate certain health conditions. If you are concerned about your alcohol consumption, it may be helpful to speak with a healthcare provider or a substance abuse treatment professional for guidance and support.",1
human_56,Hello and Welcome to ‘Ask A Doctor’ service. I have reviewed your query and here is my advice. Some babies may have these effects. Pus cells may be normal or due to gut infection. Give the baby some gut flora like Enterogermina. Hope I have answered your query. Let me know if I can assist you further.,0
ai_57,"It is important to consult with a healthcare professional about your son's symptoms and the results of his stool test. Green stools can be caused by a variety of factors, including the use of certain medications, such as omeprazole. It is also possible that your son has an infection or another underlying condition that is causing his symptoms.

It is important to have your son evaluated by a healthcare professional to determine the cause of his symptoms and to recommend appropriate treatment. The healthcare professional may recommend further testing, such as a stool culture, to determine the cause of the green stools and the presence of pus cells and mucous. They may also recommend adjusting the dosage of omeprazole or switching to a different medication to manage your son's reflux.

It is important to follow the recommendations of the healthcare professional and to continue to monitor your son's symptoms. If you have any concerns about your son's health or treatment, it is important to speak with the healthcare professional managing his care.",1
human_58,"Hi,dear thanks for the query to my HCM virtual online clinic.My diagnosis-Cold abscess with lymphadenitis / or / Boil with discharging mouth with swollen follicle underneath?.I would advise to get it checked with ER Surgeion.Treatmenit-a-Consultation with Surgeon, b-Tb NSAIDs , c-Antibiotics  or anti-TB Drugs with Surgeons diagnosi and under his advise.Dont worry and act fast.This would solve your worrysome query.Hope this would solve your query.Wellcome to my HCM clinic once again.Have a Good Day.",0
ai_59,"It is difficult for me to accurately diagnose a skin condition without seeing it in person or having more information about your medical history. I recommend that you visit a healthcare provider or a dermatologist for an evaluation and proper treatment. They will be able to examine the bump on your neck and determine the cause and the appropriate treatment. In the meantime, try to keep the area clean and avoid picking at or scratching the bump to prevent infection. If the bump is painful or if you have any other concerns, it is important to seek medical attention as soon as possible.",1
ai_60,"I'm sorry, but I am not a medical professional and cannot give you advice on your daughter's condition. It is important to have a mole on the gums or anywhere else on the body checked by a doctor or dental professional. Moles on the gums or inside the mouth can sometimes be a sign of a type of skin cancer called melanoma, which can be serious if not treated promptly.

I recommend that you make an appointment with your daughter's dentist or pediatrician as soon as possible. They will be able to examine the mole and determine if it needs to be removed or if any further treatment is necessary. They will also be able to address your daughter's toothache and determine if it is related to the mole. In the meantime, try to keep the area clean and avoid biting or picking at the mole.

It's also important to note that moles are usually benign (non-cancerous), and many people have moles on their skin or inside their mouth. However, it is always best to have any unusual growths or changes in the mouth or on the skin checked by a medical professional to be sure.",1
human_61,"Hello dear,The symptoms as mentioned in your post can be due to Gastroenteritis.Management includes:1. Maintain adequate hydration by intake of fluids & ORS.2. Taking soft, plain, non spicy diet.3. Anti spasmodic for symptomatic relief.4. If bacterial infection is suspected, then antibiotics need to be taken under guidance of a Doctor.Since it has already been 3 days since you are having the symptoms, kindly consult your General Physician & start treatment accordingly.Wishing you a speedy recovery.Thanks & take care.",0
ai_62,"It's possible that you have a digestive issue such as irritable bowel syndrome (IBS), gastroenteritis, or an intestinal infection. These conditions can cause abdominal pain and diarrhea.

To help alleviate the symptoms, it's important to stay hydrated by drinking plenty of fluids, such as water, electrolyte solutions, or clear broth. Avoiding dairy products and fatty or spicy foods may also help. Over-the-counter medications like loperamide (Imodium) may help to reduce diarrhea, but be sure to follow the instructions on the label and speak with a healthcare professional before taking any medication.

If the symptoms persist or worsen, it's important to see a healthcare professional for a proper diagnosis and treatment. In the meantime, try to rest and take care of yourself.",1
ai_63,"I'm sorry to hear that you've been trying to get pregnant for two years and are struggling with ovarian cysts and endometriosis. These conditions can definitely make it more difficult to get pregnant, but it's important to know that it's still possible. Here are a few things you can try:

Talk to your doctor: Your doctor can help you understand your specific fertility challenges and suggest treatments or lifestyle changes that may increase your chances of getting pregnant.

Consider fertility treatments: Depending on your specific situation, your doctor may recommend fertility treatments such as medications to stimulate ovulation, in vitro fertilization (IVF), or other procedures.

Make lifestyle changes: Eating a healthy diet, getting regular exercise, and reducing stress can all improve fertility.

Consider adoption or other options: If you are unable to get pregnant after trying for a certain amount of time, you may want to consider adoption or other options for building your family.

It's also important to take care of your emotional well-being while you're trying to get pregnant. It can be a challenging and emotional process, and it's important to find ways to cope with the ups and downs. You may want to consider seeking support from friends, family, or a mental health professional.

I hope this information is helpful. Please don't hesitate to reach out if you have any other questions.",1
human_64,"You are a known case o umbilical hernia.The symptoms of redness, hotness and tenderness in a known case of umbilical hernia is suggestive of an Obstruction , there is a chance that the the intestines is involved in the obstruction. You need an Urgent Surgery to see the damage and repair the intestines , and hernia.",0
human_65,"Hello dear and Welcome to ‘Ask A Doctor’ service. I have reviewed your query and here is my advice. Hydrocortisone 5mg will reduce the inflammation in the airway. So, you can use it to help with the difficulty of breathing. Of course, to continue the treatment you should consult your doctor. Hope I have answered your query. Let me know if I can assist you further.Kind regards! Dr.Dorina Gurabardhi General &Family Physician",0
human_66,"Hi,Thanks for writing in.Apprehension about the normal size of penis is a major concern for men. At 18 years age, you are too young to judge the size of  your penis. It is made up of muscles and the growth at puberty and adolescent is under the influence of testosterone. A research study was done in healthy Indian males on penis size during flaccid and erect and the width of the penis. Mean flaccid length was found to be 8.21 cm, mean stretched length 10.88 cm and circumference 9.14 cm. Mean erected length was found to be 13.01 cm and erected circumference was 11.46 cm. If your penis measurements are at least as mentioned above then there is no need to worry.Semen flowing with urine is a misconception in most men at your age. If you feel it is present then it needs to be evaluated after clinical examination with the urologist. Any urine infection must also be ruled out.",0
human_67,"Hi Dear Welcome to the HCMRecurrent respiratory tract  infections are quite common, But only 6 to 12 episodes a year are ok, not more than that.Inadequately or /partially treated case may many times present like this.Such children to be treated/investigated with the consultation of pediatrician. All the prescribed drugs to be given with recommended doses and duration according to the weight of the baby.Hope the query is answered.Thanks",0
human_68,"Hi thanks for asking question.Noted you have growth in liver since long duration.If you are smoking and having history of oc pills then liver hemangioma like growth may present.So if in USG it is vascular then care taken while doing biopsy.Here it can be simple adenoma.It could be chronic inflammatory or infective condition.So after examination and according to suspucian USG guided biopsy can be taken to differentiate whether it is about infection, inflammatory or tumour condition.If you have bleeding and coagulation disorder then biopsy can be done very carefully.Wish you good health.Take care",0
human_69,"Hi, dearI have gone through your question. I can understand your concern.  He has bone cancer.  Possibility of cure depends on type and stage of cancer as well spread.  In early stage of cancer chances of complete cure is high.  In later stage possibilities of complete cure is low.  Please send me details of cancer so that I can help you further. Thanks for using health care magic. Wish you a very good health.",0
human_70,"Hi,Thanks for writing in hcm.From the description which you have given the diagnosis seems to be gall stones. You can try dissolution treament provided the stones are soft and do not exhibit post acoustic shadowing which your report does not mention. If this fails then the treatment in symptomatic cases is cholecystectomy.Regards",0
human_71,"Hello You need proper clinical examination and investigations.As lump is superficial and slippery,it may be lipoma.Yellow urine may be due to dehydration,but it is important to rue out infection.Investigations include routine hemogram,random blood sugar,urine RE/ME,urine culture and sensitivity,ultrasound of abdomen.Treatment depend upon findings.You should drink plenty of water.Take CareDr.Indu Bhushan",0
human_72,"Hi Dear,Welcome to HCM.Understanding your concern.Thanks for your concern . The lumps under your jaw are most probably swollen lymph nodes . Lymph nodes gotswollen due to infection . There could be other reasons also for lumps under jaw like dental abscess or swelling due to blocked duct of submandibular gland .I would suggest you to :-- Apply warm compresses to the lumps 2-3 times a day .- Keep yourself hydrate by drinking at least 8 Glasses of water .- Avoid drinking cold beverages .- Avoid drinking and smoking.Consult ENT specialist (ear,nose,throat) for proper diagnosis . Doctor may palpate it physically or may go for CT scan to find out exact cause or to rule out other causes .Doctor may prescribe antibiotics along with medicine for any underlying disease if there is any .If doctor finds any dental related cause he/she will refer you to dentist . There acn be many treatment options for dental abscess like root canal . extraction or minor surgery.Hope your concern has been resolved.Best Wishes,Dr. Harry Maheshwari",0
ai_73,"Lymph nodes, also known as lymph glands, are small, bean-shaped organs that are part of the immune system. They are located throughout the body, including under the jaw and chin. Lymph nodes are responsible for filtering out bacteria, viruses, and other substances that may be harmful to the body.

There are many possible causes of swollen lymph nodes under the jaw and chin. Some common causes include:

Infections: Swelling in the lymph nodes under the jaw and chin can be caused by infections, such as a cold, flu, or sore throat.

Dental problems: Swelling in the lymph nodes under the jaw and chin can also be caused by dental problems, such as gum disease or an abscessed tooth.

Cancer: In rare cases, swelling in the lymph nodes under the jaw and chin can be a sign of cancer, such as lymphoma or leukemia.

Other conditions: Swelling in the lymph nodes under the jaw and chin can also be caused by other conditions, such as rheumatoid arthritis or HIV.

If you are concerned about the swollen lymph nodes under your jaw and chin, it is important to see a healthcare provider for a proper diagnosis and treatment. In the meantime, it is generally best to avoid touching or massaging the swollen lymph nodes, as this can sometimes make them more swollen or painful.",1
human_74,"Hi,You can start trying for pregnancy. Consult a physician to change your medicine or the dose of the medicine as you will be trying for pregnancy and safer drugs are available for that.Hope I have answered your query. Let me know if I can assist you further. Regards,Dr. Khushboo Priya",0
ai_75,"It is generally possible for people with epilepsy to have children, but it is important to carefully consider the potential risks and to carefully manage your epilepsy during pregnancy. Epilepsy itself does not directly cause fertility problems, but certain medications used to treat epilepsy can affect fertility. Additionally, uncontrolled seizures during pregnancy can increase the risk of complications for both the mother and the baby.

Before trying to conceive, it is important to discuss your plans with your doctor and to ensure that your epilepsy is well-controlled. This may involve adjusting your medication regimen or implementing other seizure prevention strategies. Your doctor can help you weigh the potential risks and benefits of becoming pregnant with epilepsy and can provide guidance on how to minimize any potential risks.

It is also important to consider the potential risks to your baby if you have uncontrolled seizures during pregnancy. Seizures can reduce the amount of oxygen that reaches the baby, which can cause problems with fetal growth and development. It is generally recommended that epilepsy be well-controlled before pregnancy and throughout the pregnancy to minimize the risk of complications for both the mother and the baby.

In summary, it is generally possible for people with epilepsy to have children, but it is important to carefully manage your epilepsy and to discuss your plans with your doctor before trying to conceive. Your doctor can provide guidance on how to minimize any potential risks and ensure the best possible outcome for both you and your baby.",1
human_76,"Hi,I feel by what you quote he should be having a - Hand Foot Mouth disease. This is one viral illness among all other exanthemas which can cause fever followed by rash over palms and soles. It is a self-limiting disorder and itching can be really worrisome. I suggest you to use any over the counter antihistamine if you have one with you now. You can use Hydroxyzine at 1-2 mg/kg/dose (Maximum 10mg) every 6th to 8th hourly for 7 days. This can even cause some peeling of skin in the next 4-6 weeks and do not worry about it.Hope I have answered your query. Let me know if I can assist you further. Regards, Dr. Sumanth",0
ai_77,"There are many possible causes of a rash on the torso, face, and arms in an infant. Some common causes include:

Allergic reactions: Infants can develop allergic reactions to certain foods, medications, or other substances that come into contact with their skin.

Infections: Bacterial or viral infections can cause a rash in infants.

Heat rash: Heat rash is a common cause of a rash in infants, especially during the hot summer months.

Dry skin: Dry skin can cause a rash in infants, especially if they are not being moisturized regularly.

Eczema: Eczema is a common skin condition that causes a rash, redness, and itching. It is often hereditary and can be triggered by certain substances or situations.

It is important to have a rash in an infant evaluated by a healthcare provider. They will be able to determine the cause of the rash and provide appropriate treatment. In the meantime, you can try to keep the affected areas cool and moisturized, and avoid any triggers that may be causing the rash.",1
ai_78,"It is generally not recommended to drink alcohol while taking any medication, including rabipur (also known as Rabavert or Rabies Vaccine). Alcohol can interfere with the way the medication is metabolized and can potentially increase the risk of side effects.

Rabipur is a vaccine that is given after exposure to rabies, to help prevent the development of the disease. It is important to follow the recommendations of your healthcare provider and complete the full course of the vaccine as prescribed. If you are experiencing side effects from the vaccine, it is important to discuss this with your healthcare provider. They may be able to recommend ways to manage the side effects or make adjustments to your treatment plan.",1
ai_79,"Placing a magnet over a pacemaker can interfere with its function and potentially cause temporary or permanent damage. Pacemakers are designed to be sensitive to magnetic fields, as they use magnetic fields to transmit energy and information to and from the device. However, the strength and duration of the magnetic field can affect the pacemaker's function.

If you accidentally placed a strong magnet over your pacemaker for a few hours, it is important to seek medical attention as soon as possible. It is possible that the magnet could have disrupted the pacemaker's function and caused temporary or permanent damage. Only a trained medical professional can determine the extent of any potential damage and provide appropriate treatment.

It is generally recommended to avoid placing strong magnets near pacemakers, as they can interfere with the device's function. If you have a pacemaker, it is important to follow the instructions provided by your healthcare provider and seek medical attention if you have any concerns about your device or its function.",1
human_80,"Hi Dear,Welcome to HCM.Understanding your concern. As per your query lump on my jaw line is mainly due to  swollen lymph node, which is sub-mandibular group of lymph nodes and any infection in the head and neck region like teeth and gums, ear can cause this. I would suggest you to consult a physician and get evaluated and in case of infection antibiotic course can resolve the swelling. In case the swelling does not subside even after treatment or in case if there is no pathology found Biopsy has to be done to rule out for any malignant pathology such as tumor.Hope your concern has been resolved.Get Well Soon.Best Wishes,Dr. Harry Maheshwari",0
ai_81,"There are several possible causes for a lump on the jaw line. It could be a benign (noncancerous) growth, such as a cyst or a lipoma (a fatty tissue growth), or it could be a sign of a more serious condition, such as an abscess or a tumor. It's important to have any new lumps or bumps checked out by a healthcare professional to determine the cause and determine the appropriate treatment.

It's also possible that the lump you're feeling is related to your wisdom teeth. Wisdom teeth, or third molars, are the last teeth to come in, usually appearing in the late teenage years or early twenties. They can sometimes cause discomfort or pain as they emerge, and may cause lumps or swelling in the gums. However, it's important to have any new lumps or bumps checked out by a healthcare professional to determine the cause and determine the appropriate treatment.

If you are concerned about the lump on your jaw line, it's a good idea to see a healthcare professional for an evaluation. They can examine the lump, ask about your medical history, and perform any necessary tests to determine the cause and recommend the appropriate treatment.",1
ai_82,"It is important to note that rheumatoid arthritis (RA) and rheumatism are two different conditions. RA is an autoimmune disorder that causes inflammation in the joints and surrounding tissue, while rheumatism is a general term that refers to a variety of conditions that cause pain and swelling in the joints and muscles. Penidure injections are not a treatment for either condition.

The main goal of treatment for RA is to reduce inflammation and prevent joint damage. This can be achieved through a combination of medications, physical therapy, and lifestyle changes. Penicillin is not a commonly used treatment for RA.

There are several different types of medications that are used to treat RA, including nonsteroidal anti-inflammatory drugs (NSAIDs), disease-modifying antirheumatic drugs (DMARDs), and biologics. Each of these medications has its own set of potential side effects, and it is important to discuss the risks and benefits with a healthcare provider before starting any treatment.

It is also important to work with a healthcare provider to develop a treatment plan that is tailored to your specific needs and goals. This may involve a combination of medications, physical therapy, and lifestyle changes, such as exercise and stress management techniques.

It is not clear whether there is a cure for RA, but with proper treatment, it is possible to manage the condition and reduce the severity of symptoms. It is important to continue working with a healthcare provider and follow their recommended treatment plan in order to achieve the best possible outcomes.",1
ai_83,"I'm sorry to hear that you are experiencing constant depression and forgetfulness. These can be very difficult and distressing symptoms to live with. It's important to remember that you are not alone and that there are effective treatments available.

If you are struggling with depression and other mental health concerns, it is important to seek professional help. A mental health professional, such as a therapist or counselor, can help you to identify the causes of your depression and develop strategies to manage your symptoms. They can also help you to develop coping skills and build resilience to better handle the challenges you are facing.

In addition to seeking professional help, there are some things you can try on your own to help improve your mood and manage your symptoms:

Exercise regularly: Physical activity has been shown to be an effective treatment for depression and can help to improve your mood, reduce stress, and improve your overall sense of well-being.

Get enough sleep: Proper sleep is essential for good mental health. Aim for 7-9 hours of sleep per night.

Eat a healthy diet: A balanced diet that is rich in nutrients can help to improve your mood and overall health.

Stay connected with others: Building and maintaining supportive relationships with friends and family can be a powerful way to cope with depression and improve your mood.

Find activities that bring you joy: Engaging in activities that you enjoy, such as hobbies or spending time with loved ones, can help to lift your mood and provide a sense of purpose and meaning.

It's also important to remember that it can take time to find the right treatment and approach for your needs. Don't be discouraged if you don't see improvement right away. It's important to be patient and to keep working with your healthcare team to find what works best for you.",1
human_84,"Hi welcome to the health care magic First of all check your complete recovery by doing liver profile investigation with serum total bilirubin,  serum indirect and direct bilirubin,  sgpt,  sgot value.... If all report are within limit and clinically found alright then you can drink alcohol But best is to avoid alcohol If you desire to take it then take in safe limit and don't cross safe limit  line of drinking alcohol Take care Hope your concern solved",0
ai_85,"It is generally recommended to avoid alcohol while you are recovering from jaundice and until your liver function has returned to normal. Jaundice is a symptom of an underlying liver problem, and alcohol can further strain and damage the liver. It is important to allow your liver time to heal and recover before you start drinking alcohol again.

In general, it is also recommended to limit alcohol intake to reduce the risk of developing liver problems. For men, the recommended maximum daily alcohol intake is two drinks per day, and for women, it is one drink per day. One drink is equal to 12 ounces of beer, 5 ounces of wine, or 1.5 ounces of hard liquor.

It is also important to note that alcohol can interact with medications you may be taking for your liver or any other medical condition. It is always a good idea to talk to your doctor about whether it is safe for you to drink alcohol and if so, in what amounts.",1
human_86,"Dear Ma'am, Sorry to hear about your daughter's problem. You should also get a urine culture done as PID is often associated with urinary infection and that is often neglected.Also PID and UTI require a prolonged course of antibiotics (for at least 5-7 days).If her pain is still persisting, she should also undergo an abdominal ultrasound, which will give information about the rest of the abdomen as well. Hoping for the best.",0
ai_87,"I'm sorry to hear that your daughter is experiencing abdominal pain and indigestion. It is important to follow up with her healthcare provider for proper diagnosis and treatment. It is possible that the free fluid in the peritoneal cavity and the negative cultures for sexually transmitted infections may indicate another underlying cause for her symptoms. Some other possibilities could include inflammatory conditions, digestive disorders, or other infections.

In the meantime, it is important for your daughter to try to get plenty of rest and stay hydrated. She can also try over-the-counter medications such as antacids or acid blockers to help alleviate her indigestion symptoms. It is also important for her to follow the prescribed antibiotic regimen as directed by her healthcare provider, even if she is not feeling improvement yet.

If her symptoms worsen or she experiences any other concerning symptoms, it is important for her to seek medical attention right away. It is also important for her to follow up with her healthcare provider to determine the underlying cause of her symptoms and determine the most appropriate course of treatment.",1
ai_88,"Anxinil is the brand name for the medication called buspirone, which is used to treat anxiety disorders. It is important to follow the dosage and frequency of this medication as directed by your healthcare provider.

If you take an excess dose of buspirone, you may experience some side effects, such as drowsiness, dizziness, or lightheadedness. You may also experience headache, nausea, or tremors. In rare cases, an overdose of buspirone can cause more serious side effects, such as seizures or a rapid heartbeat.

It is important to note that taking an excess dose of any medication can be harmful and may even be life-threatening in some cases. If you think you have taken an excess dose of buspirone or any other medication, it is important to seek medical attention immediately. Do not try to treat an overdose on your own, as it can be dangerous and could potentially be life-threatening.",1
human_89,"DearWe understand your concernsI went through your details. Please understand, masturbation is a natural habit and it cannot harm your health if you practice it with moderation. I do not know your age. But once in a day is considered OK. If you are above 30, please reduce the frequency to thrice or four times a week.Involuntary ejaculation of sperm is a body procedure on which you do not have any control and it is neither due to masturbation practice nor it is unhealthy.  Body removes waste accumulated sperm from within. That is all. Don't worry about it.If you require more of my help in this aspect, please use this URL. http://goo.gl/aYW2pR. Make sure that you include every minute details possible. Hope this answers your query. Available for further clarifications.Good luck.",0
ai_90,"Masturbation is a normal and healthy part of human sexuality. It is a way for people to explore their own bodies and learn what feels good to them. Most people masturbate at some point in their lives, and it is generally not harmful or problematic.

However, if you are masturbating to the point where it is interfering with your daily life or causing distress, it may be worth considering seeking help. For example, if you are masturbating multiple times a day and it is affecting your ability to attend to your daily responsibilities or you are experiencing feelings of guilt or shame around your masturbation habits, it may be helpful to speak with a mental health professional.

It is also important to note that frequent urination is not necessarily related to masturbation. There are many potential causes of frequent urination, including underlying medical conditions such as urinary tract infections, diabetes, and prostate problems. If you are experiencing frequent urination or other urinary symptoms, it is a good idea to speak with a healthcare professional for proper evaluation and treatment.",1
